provincia,latitude,longitude,ano,mes,precipitacao_mm,temperatura_C,humidade_percent,vento_kmh,rad_solar_Wm2,flood
Benguela,-12.551503342889129,13.355305682462888,2024,5,7.136703642713819,27.352904213150442,54.24289851601841,11.146211393152612,254.2043373185932,0
Benguela,-12.428464378305046,13.491765962320203,2024,4,121.92719256269439,26.934197880206035,81.4988521233375,13.290874241352357,168.35563012984474,1
Uíge,-7.5650653485758825,15.203273891300258,2023,3,225.2663123284905,26.20159273636913,95.0,12.05036960312718,139.80874629947556,0
Luanda,-8.916300978385546,13.291451017425894,2023,4,183.6780393448287,34.132060901857415,89.06213224008525,15.489282546882713,162.74453047104447,1
Luanda,-8.620019706678233,13.208170171464484,2025,10,24.297036161667002,26.012582176590815,57.26808061679642,12.60157514590483,246.3953813135955,0
Moxico,-11.66238291607841,20.095042383818605,2024,1,155.91239236207502,22.222820846772322,95.0,16.717760482885147,160.31441251634487,1
Uíge,-7.788313452909088,15.185387237416542,2023,3,156.44017797353808,27.576570089516263,91.34047259188945,12.187922375058967,160.52827422624986,1
Benguela,-12.513715006765251,13.299237957061742,2025,11,168.3141907706978,28.308013580557134,82.41641723576087,5.863543317057511,197.78482516211383,1
Huambo,-12.74276859880204,15.664151346344346,2024,6,156.40195503236527,27.33262699070088,95.0,19.021363369772818,165.57491877184054,1
Uíge,-7.519842904904564,15.114537594958515,2024,12,299.0131216765706,25.657789809114174,95.0,7.2669659493369,100.0,1
Uíge,-7.643940683444455,15.121754225579597,2024,7,188.90560740905931,26.078037373517216,80.74729708826032,11.777809204413526,165.14883251895301,1
Uíge,-7.620269474809409,14.843255789996013,2024,9,128.3077756746454,25.94095836813557,76.26275727165552,9.944532330653226,159.3657741154535,1
Moxico,-11.856267909727316,20.095514232050125,2025,1,104.8059691320496,25.81878378264217,79.89089022686434,7.859030710322504,183.75578280029566,1
Benguela,-12.695787789258885,13.602472513291639,2025,8,67.12466836146123,27.432056909478582,71.21523767696002,14.4566668001737,235.37535857045202,0
Huíla,-14.970050114761053,13.875418175935533,2025,8,29.043234191010555,23.446469071695617,82.25832397321494,11.003855841774486,249.89230698088886,0
Uíge,-7.585874984545646,15.357888080845525,2025,12,237.31253235371605,23.334495336652108,95.0,8.974597018862786,100.0,0
Cabinda,-5.614657288424253,12.088845199638559,2025,1,284.1179025141297,30.98319572223394,95.0,8.554863194686945,146.01915067467658,1
Benguela,-12.522108995631534,13.302275384567356,2024,3,108.99907416688951,26.638029814527947,95.0,6.405729704723435,209.5746938338195,1
Huíla,-14.982064256912183,13.884287461623531,2023,1,151.83595262640137,21.02559328602381,93.07175878307866,11.799047562203452,168.10832251513906,0
Cabinda,-5.64075636620416,12.139322866943166,2025,8,85.7811671725586,30.150832833392602,84.67010466822961,5.322378875514513,220.69342122321908,1
Uíge,-7.683262375894585,15.107059866859316,2025,1,123.01076903637929,22.462363218663032,87.19937882449068,8.382733499582365,204.4594269512447,1
Huíla,-15.083152006226896,13.926392020135268,2023,11,120.87115015136959,21.40570773646975,80.32867458797567,16.025171236857762,175.14212818623648,0
Huambo,-12.692430788793486,15.62602931453424,2024,8,26.446748554486973,28.687794358110086,71.0600709827028,11.18781845582803,246.05527255703922,1
Benguela,-12.636398518671582,13.41465897874729,2023,6,64.51908059119481,31.84196811643242,68.78504645701429,10.049575103710026,206.9265050089121,0
Luanda,-8.79955478576217,13.246901551917974,2025,7,61.92923824087903,33.661766299039115,84.39798686981526,10.367698507913794,168.08226750011414,0
Luanda,-8.93980863109174,13.101920807897415,2025,2,162.71744516619304,28.527227819025345,90.35248374514997,15.317622324733957,113.36289469170634,1
Moxico,-11.826438544189143,20.077086519388697,2024,10,106.22557993584034,27.664576215562658,87.57293464823093,21.082771431217584,201.4338664085422,1
Cabinda,-5.525177941369966,12.151063910045975,2024,3,131.8252667494944,28.76802098891758,81.58847888224771,13.915919302985568,192.42891925742651,1
Luanda,-8.735246005574211,13.237998360114524,2024,6,11.273703491849226,28.608423308002664,69.82462686482336,8.311338703289499,266.1032962567169,0
Benguela,-12.440436214119506,13.447343490322371,2025,4,216.5001495285608,22.784341228436436,95.0,14.61746262541623,140.36030846295824,1
Cabinda,-5.522003137368018,12.084451095270161,2024,4,325.56944281898814,28.347092299798494,95.0,12.895536097116526,100.0,1
Luanda,-8.791853164286401,13.477202449647503,2025,2,181.93453201481333,29.701966022890925,95.0,12.222899649154778,186.38752195436706,1
Luanda,-9.008246462971483,13.441955031946062,2025,2,91.7364738132455,24.663952852306505,86.57900060226825,12.293271868753616,171.8827405998509,1
Cunene,-16.44650787720636,15.766421530070987,2025,12,178.35678767092645,28.11220270114387,92.94412183670859,5.0,159.46423450159148,1
Cunene,-16.340093453020867,15.869620636481342,2024,2,224.38114403062232,29.593341195983008,95.0,12.236873736057953,138.1576602825125,1
Huambo,-12.778412508711,15.758808476076787,2023,5,70.70702352430939,25.80354608091553,68.70715699352424,9.148616869291342,217.3072439301427,0
Huíla,-14.942497721742086,14.083399298858268,2023,5,64.36315960706864,25.0729283552327,69.44575598061024,10.514236536016835,182.63062782852018,0
Moxico,-11.927781668759087,19.888942415453418,2023,1,295.76017502100586,28.953864882359774,95.0,9.901918934880905,114.35427652019501,1
Uíge,-7.739212780889194,15.121299843017239,2024,7,126.52229108294205,27.916753352129867,81.69479655839761,16.63731921345699,159.71227126853154,0
Luanda,-8.777406439305574,13.348310125796838,2025,9,0.0,32.03830657329459,58.15097863557011,9.909107917923842,276.22523064592224,0
Huambo,-12.846434369054275,15.598153870363644,2024,3,73.75566074891633,28.844211175667823,53.93183807094604,18.785825473160152,218.3976063056073,1
Cunene,-16.326671311187038,15.745508091319106,2024,6,81.08177874753707,31.096072068143364,77.71937336412618,10.545551151144576,208.03547003320477,0
Huambo,-12.745219823110794,15.567983160734338,2024,7,68.162254701724,28.21055318351641,73.81679027099872,13.390326821446685,202.42488064140394,0
Benguela,-12.653830472540232,13.425584525509768,2024,9,0.0,31.36023896741741,64.72597482413043,13.024118937255503,274.5672745986378,1
Cunene,-16.15045255555374,15.901437006501814,2025,5,0.0,28.479982641844845,65.17659020469122,9.097024747386138,254.66916911192695,0
Cabinda,-5.625538293235332,12.135848219700804,2025,8,31.316239894545546,25.689723628312194,76.79966594498751,8.202404444672228,300.151431673662,0
Uíge,-7.567668209911911,15.068483612369489,2023,2,149.8129762038061,27.583634480786024,95.0,11.6157604011014,203.82534505523884,1
Huambo,-12.846317642512588,15.735501150950304,2025,7,179.78946945261805,26.807693787607676,90.33322613158093,14.529630956222084,184.41912651435922,1
Huambo,-12.71381900377828,15.581977528010954,2024,8,73.22425361050125,27.43597087522301,76.42186073143279,6.658622565159595,222.89281946989846,0
Benguela,-12.514941425471617,13.461979044793104,2025,1,227.8144386545842,28.56259574190984,88.95327839575693,13.718472876530344,141.28497285178568,1
Huíla,-14.889842116280462,13.805325142417969,2023,10,124.76051836388723,27.128556752724744,85.23528743408205,12.11902455798298,211.07683596745633,1
Huíla,-14.968604472821736,13.942612077694099,2025,7,61.47933052183997,25.464208202585937,67.50837988773321,17.023024502294085,196.89515218359242,0
Moxico,-11.868687164416135,19.95602689417258,2024,10,273.3042304017457,24.16476899346769,95.0,15.558523182493747,115.40498453101274,1
Cunene,-16.210451962493465,15.748271154989963,2024,2,199.5822151960892,32.92954246513734,95.0,18.31828858292285,137.13739172312367,1
Benguela,-12.618018681709586,13.377821539113949,2024,10,62.65325144572411,24.010999759375412,72.183801415277,12.936858930146084,257.43588659748985,0
Huambo,-12.875835404073879,15.83743223984766,2024,2,199.54514255372266,23.216989548351687,95.0,12.665808832852225,162.5387103233424,1
Benguela,-12.547083135609219,13.65153001399109,2025,12,109.41878499469126,25.104790411255983,75.50988572587308,16.756066124430205,230.80321370240074,1
Moxico,-11.907074629374947,19.916764442689576,2024,2,212.55873235198553,25.199938442715005,87.35430532042479,18.190020805320245,188.61757565139527,1
Cunene,-16.37827886904844,15.761229844006403,2023,12,174.04959771643016,32.68422038812357,93.04044726834553,8.806811021846185,128.49222044142172,1
Huíla,-14.990093003994192,13.92968730271262,2025,10,276.44153172505634,22.940143057818528,95.0,22.107729703494485,100.0,1
Benguela,-12.624943944251823,13.510416087706908,2025,12,211.61242004109448,30.154476515291478,95.0,16.434814322331633,164.70584450938685,1
Luanda,-8.788272596889271,13.395667468958916,2024,4,207.9260761499729,30.513640861599775,95.0,16.82603586603343,125.61357015033263,1
Uíge,-7.58013266911271,15.010666118767265,2025,10,217.170213187338,28.62655854744882,89.83548122766841,14.985014264108884,157.5519979348579,1
Huíla,-14.700674527669454,13.902222176504699,2023,12,238.28111477610116,24.355824068841084,95.0,14.431586038866158,135.5246706908584,1
Cunene,-16.36164336145505,15.819408999289832,2025,7,65.46172522160172,27.89678817876912,85.04281133356876,5.907252380864901,203.29609120740943,1
Uíge,-7.5792788124935475,15.206552402923435,2024,1,263.14719902956836,22.717580095989238,90.64138023971286,13.76005780021333,105.87504487640055,1
Cabinda,-5.652123281713071,12.267835644729935,2023,12,173.7809037284331,27.180528730946758,95.0,11.603296544882468,209.2754730369751,1
Cabinda,-5.657008476632615,12.044447482907525,2025,11,172.70477998561853,26.54697388050451,95.0,6.993842303238224,199.7417251090222,1
Benguela,-12.584215117839257,13.517729583158813,2025,3,194.22928572585133,28.585069278333542,95.0,17.316610120529724,157.7983863796111,0
Cunene,-16.24609962424115,15.791026430571279,2024,3,266.0340737597981,27.586978469914946,95.0,12.512417659643157,100.0,1
Cunene,-16.23293564510113,15.734737602069762,2025,7,17.50714175823211,23.585099548165505,47.66240011678919,15.04165862457719,260.8914330871547,0
Huambo,-12.733454243821503,15.64230238568708,2023,9,54.29483220138412,29.24789237446959,79.63258934603353,11.116143304681344,223.52472987417121,1
Moxico,-11.829161719205244,19.79582651315757,2024,4,127.59253057712269,24.21438106467547,95.0,14.56337144506804,171.92425996686873,1
Huíla,-14.859741721864385,14.0729355436586,2025,6,79.08457032708816,27.166595710260733,79.75176791963513,15.58077288011093,226.33700987850517,0
Benguela,-12.471044728468067,13.352476478843943,2025,6,148.6057074914445,28.36141748225045,95.0,12.791643133850592,159.41169616391653,1
Cunene,-16.365388583405434,15.767965269180568,2023,9,31.27231880988096,32.00913908767952,87.67716734809483,18.910172680402844,245.2719323369103,0
Moxico,-11.846199652183179,20.012003132671826,2025,12,192.95460251382048,21.451538758786803,95.0,14.588783758810964,141.44303718560542,1
Uíge,-7.459601323670997,14.927423433699767,2023,12,168.19420506787364,28.97479517430675,89.04999838488533,16.314723333725183,164.9401857285455,1
Huambo,-12.793262729994082,15.827365993748668,2025,9,147.34266806004527,25.917352717252676,83.21290659691375,13.583214133749635,188.67942062704583,0
Huíla,-14.890932623417608,13.877969484615457,2025,2,181.6007021808784,24.764292089908757,92.61399711531462,15.08679484259338,100.0,1
Huíla,-14.802123429962789,13.75902862212219,2025,5,33.91073690031019,25.501900391815493,62.10513536694313,13.386015526922863,231.8716170778653,0
Luanda,-8.791295917277688,13.296682189106026,2024,9,0.0,29.657660790904654,55.718848390340874,18.00303916253724,271.2555435528373,1
Huambo,-12.810865213440787,15.704074229568159,2023,3,185.3763110060775,29.798558437908287,95.0,12.955156636106054,150.8357908514437,1
Moxico,-11.869634984908497,19.992839874058593,2024,10,169.6972647487269,28.55421920309733,93.13228714865954,12.314540761264363,115.19635051233388,1
Luanda,-8.747367232529752,13.3236488475898,2023,11,242.55174663640443,21.99810480137986,95.0,7.8403762914978765,144.04347430836202,0
Benguela,-12.681341556317365,13.34362310393042,2025,7,104.8036132727274,29.92373679450644,85.91754153427152,12.601675620574305,206.72221842529194,0
Luanda,-8.598658441476173,13.283238120296641,2023,7,67.18775892303887,33.881854250355794,79.82485400489962,7.427980349078066,257.24190884600796,0
Cabinda,-5.664634539301868,12.227263546523902,2024,10,172.14907980813652,27.353759129989424,95.0,18.454845076234587,175.26381763378123,1
Moxico,-11.874415663529064,20.096408716828837,2024,1,247.39552654172778,24.596543483192363,95.0,17.50282725324648,122.55084705332294,1
Cabinda,-5.537442354652845,12.179692817571611,2025,1,157.57742590124457,27.199207421047053,83.04587169706564,8.034430602174771,117.37653420928484,1
Cunene,-16.38089617476895,15.667691020659252,2023,9,52.195792847395666,36.39828788670173,80.25681343939507,10.70067446596551,161.41696070446284,0
Benguela,-12.346905742740926,13.267042753323642,2025,1,150.9226348423336,31.121550091785057,95.0,14.379017366661143,195.8740715483409,1
Huíla,-14.841107141021324,13.961119142396937,2023,3,162.59111753159354,23.453801128900796,75.58865536436485,11.606641492821,143.98966355543027,1
Moxico,-11.960358931721577,20.01798941511535,2025,4,192.48509620853463,26.352191007149116,95.0,8.070050425846762,148.14162314580707,1
Luanda,-8.783994790097545,13.192165554513636,2023,3,117.2277459887616,25.811621911377397,67.51561186243562,13.761898951841596,190.89518203245217,0
Huambo,-12.720751004558284,15.761391413406466,2024,2,245.3248552649346,25.43389525984424,95.0,12.195440281302817,128.35236464762977,1
Moxico,-11.920199168780675,19.933709908244904,2024,2,62.55383934827677,28.459795689680018,65.32669521396338,15.579697507777766,211.34933836856092,0
Luanda,-8.714225792732627,13.221650937575612,2024,11,208.30418194439176,24.547908264936215,95.0,14.535107523728394,156.19288646409157,1
Moxico,-11.86852876588777,19.987017930026656,2024,7,99.79260294342947,31.021780499130053,74.38360273860756,6.520788081683689,197.8966473195039,1
Huíla,-14.659029066234568,13.852632543203027,2024,8,96.17468885764151,30.208876246930796,95.0,10.483489036050052,196.8231465686202,1
Luanda,-8.897168091394866,13.187524326930713,2024,9,18.036953146456643,26.397159619887525,65.9452497471988,5.776417415185491,249.2535292321331,0
Uíge,-7.533647103839107,14.850626435742855,2023,3,192.41359793164244,30.96419656520314,95.0,9.179952576966365,152.39897409273613,1
Huíla,-14.861167308747827,13.940600539141242,2023,7,95.85594457000971,22.038081068483798,78.05892830051494,8.38436943414084,183.68377915025098,0
Benguela,-12.452390682478956,13.515131012059427,2025,8,62.69050892729948,28.63502102062362,73.95527092185895,21.27731815992678,228.48769152120954,0
Cunene,-16.297795088351,15.76908835357975,2024,7,63.91407839630335,32.13011380243079,64.92292107418118,6.675068185768888,172.13782647426592,1
Cunene,-16.266200867308747,15.689663339382614,2024,4,107.14545587535957,29.76805084175209,89.81399891958833,12.32731743419026,193.95503073254164,1
Huambo,-12.684092351701223,15.709972545581136,2025,12,183.32690209430368,27.13145913669681,94.91578285190666,8.97701936202862,171.74929504210823,1
Cunene,-16.406846798179103,15.802818115736914,2023,1,153.78499715418843,31.13425069354544,95.0,17.560830196069254,187.05275908170233,1
Huambo,-12.774964738015662,15.607816376764985,2024,3,118.45895078145287,24.109093636812496,84.25828940526165,14.118771017426923,189.0080551577963,1
Uíge,-7.56834983561738,15.056447441481012,2025,8,66.1680420012741,24.306787098100827,79.23289570021687,18.12300332937479,247.38502529179587,0
Huíla,-14.93834428709302,14.082072613684995,2025,1,169.0312929538774,22.87212352803173,89.9244904053632,12.68166488950195,169.49870304930792,1
Luanda,-8.838695397984658,13.332693816974635,2023,2,144.98537468581995,26.068226568529713,95.0,6.532485206338316,171.88817760977295,1
Huíla,-15.034011302605936,13.752801956241997,2024,1,189.7778243884378,21.63174688238793,92.49312039516273,13.567216021610186,118.13829858642788,0
Moxico,-11.831664008022084,19.9984690150827,2024,8,52.39376176557511,30.034017989325044,68.89345662284532,11.890781841960273,200.47142014038255,0
Moxico,-11.894328225119152,19.91151972859731,2025,3,120.19566271588815,27.003074863469575,95.0,11.162705291392536,173.175350175558,1
Luanda,-8.735009531260392,13.228438446026313,2025,10,206.66314343297574,32.591814062576795,95.0,14.968381488037227,154.15074279367443,1
Cunene,-16.18682587106012,15.956151119672686,2024,2,155.39937174146183,26.476591204679472,95.0,12.54614132433095,163.16727534646637,1
Moxico,-11.83153196941351,19.86528737104703,2025,4,101.71246970532555,26.83046134186594,85.70902146633796,16.742816618651986,217.1175979139639,0
Uíge,-7.517395231419418,14.974320491143054,2025,8,71.88339149989905,30.626417779228404,87.65861971847039,14.22492003760264,225.45549855209066,1
Uíge,-7.400499765509892,14.985648176961986,2023,7,136.61457092752246,30.406728889412967,92.40127174840073,14.153184316198532,208.50539796898383,1
Huambo,-12.812495272954289,15.6550790332661,2024,12,199.44575419715798,19.412474272665474,95.0,10.892746800444318,157.96229034664853,1
Uíge,-7.53542627874607,15.136047348835975,2023,12,189.3235265862021,25.292719883151857,95.0,13.963899806553005,173.71018135814438,1
Cabinda,-5.483711873133259,12.314347385748531,2025,1,221.04171648776457,23.429300763400565,95.0,14.345456075020373,170.4362185419586,1
Huíla,-14.914872842326394,13.963883301259896,2024,4,343.1612406571737,25.32977082742445,95.0,15.01336648441813,100.0,1
Luanda,-8.710024724591726,13.356318135126996,2023,10,116.80650308223055,24.275622846107318,77.55606611839887,14.354313617682438,233.34436106766987,1
Uíge,-7.577532847017702,14.930411693796483,2025,2,213.93664628142557,28.19223722328193,95.0,8.860406747671039,159.23868770538368,1
Benguela,-12.588094814860778,13.447953244390703,2024,12,137.29683184472813,25.56583367121553,95.0,10.40145525754159,186.9687022214331,1
Benguela,-12.482740916812691,13.264163426706697,2023,11,109.83708250377667,23.120900152021143,95.0,9.743009605370446,199.69524132803758,1
Moxico,-11.695789004743212,20.20060928881591,2023,10,303.7970546061638,29.30552288498806,95.0,9.795257134685865,100.0,1
Huíla,-14.917337445741095,13.915981537747507,2025,8,99.59459527056981,27.5253852243512,94.69421986466658,7.43324354346598,195.36121588272215,1
Luanda,-8.910682232060282,13.102346338292694,2025,9,73.74987858040996,30.702722510065602,64.50810747278994,19.416370265336752,243.65090309792885,0
Cabinda,-5.491790229653138,12.174351590115016,2025,10,184.6904967549516,29.082465906759808,95.0,10.044602312854904,129.66431579029893,1
Uíge,-7.60291137530888,14.873156063443716,2024,8,102.48225922764836,25.31274022650247,85.63245291122684,9.869196641352355,169.51094949341862,1
Cabinda,-5.837226221328165,12.194248509494935,2025,9,121.73214423580673,31.41920033855307,89.03417140791159,8.006458243246835,196.67872537758328,1
Cabinda,-5.473391972161531,12.31969332238843,2023,2,168.65281857330552,25.352331968586277,91.46577479564583,13.469462027264711,188.51320636917848,1
Moxico,-11.930317895068034,20.14926885689595,2023,2,134.02746957343686,22.320905020893715,95.0,14.947375588369734,175.95307628532623,1
Benguela,-12.569300928277514,13.45759392177041,2024,12,105.70064754432768,24.060460510553536,84.07570883053182,6.57367278150638,208.8104257886743,0
Benguela,-12.579564148229748,13.244486818409449,2025,12,193.92939461242713,25.831670642250316,95.0,7.936712724086412,154.57729893998572,1
Luanda,-8.796118349966942,13.358310560726315,2024,1,113.99437114439968,27.39516014640292,72.07748410902387,5.0,203.91680953174185,1
Cabinda,-5.45960651589138,11.960706756445814,2024,6,141.5302499971522,30.269499083523506,81.0260205871391,11.26841423558064,213.60678548012854,0
Huíla,-14.981596417912453,13.853080799334974,2024,8,74.02523903620322,26.530360471186917,78.03584053840093,10.99058599149485,205.69209875900978,0
Huambo,-12.932319080869666,15.827310977714717,2024,6,184.2364830950898,27.087169535367277,89.32938611806611,10.294569615177826,186.59290118237396,1
Luanda,-8.827672958946224,13.145172202168263,2025,8,104.58351197803044,30.283783927493985,76.44348343901856,17.124065446940453,199.40463177416984,0
Cabinda,-5.464722632487778,12.245473281729447,2023,8,113.97169142761737,27.210737337205266,78.75785365310351,8.179509682602589,203.60413092602784,0
Cabinda,-5.343747508075685,12.090246708574572,2025,4,198.82173109626643,30.502998805205458,89.14041093778448,13.713228388830593,145.91052782675305,1
Luanda,-8.740427000432014,13.407738605156474,2024,9,91.56516233783726,31.450842798793158,74.78136953946057,13.353935373846765,196.83238357760564,1
Cabinda,-5.533153902373038,12.328759753560796,2025,7,119.38260071460313,31.102654331771472,62.657971152834676,9.56871205162227,222.73356330672615,0
Huíla,-14.919286806229888,13.83306977677051,2024,6,86.30650862147704,27.322841904254563,73.59305760614853,10.432967403824712,183.7864910767989,0
Cabinda,-5.388462431053056,12.164767953078865,2025,6,154.29249736094874,31.39520163476783,94.89580037555584,11.903217574436335,150.2612048012724,0
Uíge,-7.58456407182784,14.932096020884021,2023,10,275.41875909926335,25.495697212722426,95.0,14.3467752059011,100.41802903480522,1
Benguela,-12.488870270254276,13.271402031975326,2024,1,136.30903923915335,29.86124054232929,92.40088634441982,12.718327127758393,190.6112328622623,1
Cunene,-16.268081286985232,15.863472146856179,2025,12,188.2472624592549,30.828497865661124,95.0,11.469465014469705,131.51313615360652,1
Cunene,-16.206291933071302,15.787961883604641,2025,12,15.306677120680504,30.559043430844604,66.38113872982625,12.761998719116265,260.08295686813574,0
Moxico,-11.893548637056984,20.05131057981761,2023,9,83.27009096871326,28.074462908708114,87.51383935549296,9.856146219543808,228.566399472672,1
Benguela,-12.539271268659867,13.589818367679513,2023,6,54.948092175930974,27.846596733512193,78.9890374546067,5.534757566253648,196.18389343337566,0
Benguela,-12.68278029215792,13.501030759197358,2023,10,240.46601693339596,26.89617980759483,95.0,8.290587463237703,135.72621610167164,1
Cunene,-16.219480237021756,15.850109416993986,2023,7,0.0,34.01890516443064,53.45924316872576,5.0,262.78006498812454,0
Cunene,-16.179634145483703,15.786255148537231,2024,1,227.09116096766837,34.68450331003438,95.0,12.301734555606371,100.0,1
Huíla,-14.941606248812995,13.84867534046838,2025,11,292.24328007842524,24.475456439196027,95.0,18.780204161723013,100.0,1
Huíla,-14.897539254476275,13.858752941430195,2024,11,112.88777052751234,22.132508481413538,75.65334430676391,6.374730145312665,191.47847542052648,1
Huambo,-12.9264720374031,15.81500559636896,2023,11,184.84571533522924,20.956662392684265,95.0,17.361801784092577,110.69783059124177,1
Cunene,-16.305497392085258,15.783986720443338,2024,12,151.0079238703587,28.94781235297545,82.24132620603685,16.304028554394392,175.0288292816192,1
Cabinda,-5.359880931424699,12.190933918618537,2024,11,110.48547136679852,21.59636730026611,84.76836078347453,14.034900092919735,155.2274967657974,1
Uíge,-7.527496168592388,15.001693894831657,2025,11,244.2448300752434,28.821645284652103,95.0,5.0,109.89875198131779,1
Huambo,-12.797113023882769,15.640282047284883,2025,8,80.62918120391154,26.17869989468235,77.81238296044958,13.767762598277637,182.42543246197306,1
Luanda,-8.697906762025374,13.279141186771573,2023,9,37.373476396802,32.84613379738298,70.34593693137865,9.55025050143825,240.35084993175153,1
Cabinda,-5.664372620732066,12.207855970577652,2023,6,95.47927484394287,25.760992717208463,73.60860589137896,12.371379604564458,206.25677237796356,1
Luanda,-8.941767514092597,13.41557078408647,2024,7,25.492333891860532,30.969573436287767,82.85157570446724,7.22545267297408,260.2326873943198,1
