provincia,latitude,longitude,ano,mes,precipitacao_mm,temperatura_C,humidade_percent,vento_kmh,rad_solar_Wm2,flood
Cunene,-16.381657288424254,15.69184519963856,2023,6,73.50365346195277,34.98319572223394,75.47441376886674,8.554863194686945,251.32627520076505,0
Huíla,-14.863108995631533,13.829275384567355,2025,4,128.9990741668895,23.638029814527947,95.0,6.405729704723435,199.5746938338195,1
Uíge,-7.682064256912183,15.001287461623532,2023,7,99.60777035356743,25.02559328602381,82.62612232851187,11.799047562203452,194.22241365155602,1
Benguela,-12.66675636620416,13.348322866943167,2025,3,168.44290394733127,28.150832833392602,95.0,5.322378875514513,179.36255283583273,1
Huambo,-12.842262375894585,15.796059866859316,2024,10,25.908543732654778,23.462363218663032,67.77893376374578,8.382733499582365,253.01053960310696,0
Huambo,-12.942152006226896,15.732392020135268,2023,3,130.8711501513696,22.40570773646975,82.32867458797567,16.025171236857762,170.14212818623648,1
Cabinda,-5.4664307887934855,12.084029314534238,2024,2,152.34087389194548,28.687794358110086,95.0,11.18781845582803,183.10820988830997,1
Uíge,-7.677398518671582,15.05865897874729,2025,7,114.51908059119481,30.84196811643242,78.78504645701429,10.049575103710026,181.9265050089121,1
Cunene,-16.27755478576217,15.757901551917975,2025,6,71.92923824087903,34.661766299039115,86.39798686981526,10.367698507913794,163.08226750011414,1
Huíla,-15.01780863109174,13.745920807897415,2024,8,123.26284968743232,26.527227819025345,82.46156464939781,15.317622324733957,133.0901924310867,1
Huambo,-12.752438544189143,15.816086519388698,2025,4,126.22557993584034,26.664576215562658,91.57293464823093,21.082771431217584,191.4338664085422,1
Benguela,-12.551177941369968,13.360063910045977,2025,5,17.320597833438146,30.76802098891758,58.68754509903646,13.915919302985568,249.68125371545463,0
Cabinda,-5.44624600557421,12.145998360114524,2025,11,173.17745543304807,25.608423308002664,95.0,8.311338703289499,185.15142028611746,1
Moxico,-11.714436214119505,20.04134349032237,2023,6,70.19627515181881,23.784341228436436,88.99969814525559,14.61746262541623,213.51224565132924,1
Huíla,-14.889003137368018,13.820451095270162,2024,8,132.19688343048333,27.347092299798494,91.2494690034638,12.895536097116526,164.13969689862552,1
Luanda,-8.791853164286401,13.477202449647503,2024,3,181.93453201481333,29.701966022890925,95.0,12.222899649154778,186.38752195436706,1
Moxico,-12.019246462971482,20.15295503194606,2023,11,131.73647381324548,22.663952852306505,94.57900060226825,12.293271868753616,151.8827405998509,1
Cunene,-16.44650787720636,15.766421530070987,2025,11,178.35678767092645,28.11220270114387,92.94412183670859,5.0,159.46423450159148,1
Moxico,-11.873093453020868,20.069620636481343,2024,4,254.38114403062232,26.593341195983008,95.0,12.236873736057953,123.1576602825125,1
Huíla,-14.919412508711,13.952808476076786,2023,3,156.3762111665911,22.80354608091553,85.84099452198058,9.148616869291342,174.47265010900185,1
Cunene,-16.342497721742085,15.950399298858269,2023,11,44.834065355278284,28.0729283552327,65.53993713025217,10.514236536016835,192.39517495441532,0
Huíla,-14.994781668759087,13.821942415453417,2024,8,153.19206171829723,28.953864882359774,79.34789463148715,9.901918934880905,185.63833317154933,0
Moxico,-11.972212780889194,20.07129984301724,2024,1,179.312529138198,25.916753352129867,92.25284416944879,16.63731921345699,133.31715224090357,1
Luanda,-8.777406439305574,13.348310125796838,2024,2,76.98927074274141,30.038306573294587,73.54883278411839,9.909107917923842,237.73059527455155,1
Moxico,-11.920434369054275,19.859153870363645,2024,1,53.75566074891633,29.844211175667823,49.93183807094604,18.785825473160152,228.3976063056073,1
Cabinda,-5.5596713111870395,12.142508091319105,2024,7,141.08177874753704,29.096072068143364,89.71937336412618,10.545551151144576,178.0354700332048,1
Moxico,-11.819219823110794,19.82898316073434,2024,11,107.7166920385526,27.21055318351641,81.72767773836445,13.390326821446685,182.64766197298965,1
Cabinda,-5.627830472540231,12.216584525509766,2025,10,29.355036320564146,31.36023896741741,70.59698208824327,13.024118937255503,259.8897564383558,1
Moxico,-11.683452555553743,20.10143700650181,2025,1,59.211731102547375,23.479982641844845,77.0189364252007,9.097024747386138,225.06330356065325,1
Cunene,-16.392538293235333,15.738848219700806,2025,3,29.116406989098877,25.689723628312194,76.35969936389816,8.202404444672228,301.2513481263853,1
Benguela,-12.52666820991191,13.424483612369489,2023,11,99.8129762038061,28.583634480786024,95.0,11.6157604011014,228.82534505523884,1
Benguela,-12.646317642512589,13.402501150950304,2024,9,149.78946945261805,28.807693787607676,84.33322613158093,14.529630956222084,199.41912651435922,0
Cunene,-16.25481900377828,15.642977528010954,2025,7,23.224253610501243,31.43597087522301,66.42186073143279,6.658622565159595,247.89281946989846,1
Cunene,-16.25594142547162,15.855979044793104,2025,12,207.8144386545842,30.56259574190984,84.95327839575693,13.718472876530344,151.28497285178568,1
Luanda,-8.811842116280463,13.161325142417969,2023,4,74.76051836388723,31.128556752724744,75.23528743408205,12.11902455798298,236.07683596745633,1
Cunene,-16.368604472821737,15.8096120776941,2024,3,107.6110718606887,28.464208202585937,76.73472815550296,17.023024502294085,173.82928151416806,1
Benguela,-12.594687164416136,13.362026894172583,2023,12,263.3042304017457,25.16476899346769,95.0,15.558523182493747,120.40498453101274,1
Cabinda,-5.443451962493465,12.145271154989961,2024,11,259.5822151960892,30.92954246513734,95.0,18.31828858292285,107.1373917231237,1
Moxico,-11.892018681709585,19.97182153911395,2024,11,72.65325144572411,23.010999759375412,74.183801415277,12.936858930146084,252.43588659748988,0
Luanda,-8.93883540407388,13.387432239847659,2023,1,139.54514255372266,26.216989548351687,91.73312597258504,12.665808832852225,192.5387103233424,1
Cabinda,-5.521083135609218,12.442530013991089,2023,1,149.41878499469126,25.104790411255983,83.50988572587308,16.756066124430205,210.80321370240074,1
Uíge,-7.674074629374948,14.966764442689577,2025,2,252.55873235198553,25.199938442715005,95.0,18.190020805320245,168.61757565139527,1
Moxico,-11.911278869048438,19.9612298440064,2023,1,204.04959771643016,29.684220388123574,95.0,8.806811021846185,113.49222044142172,1
Cunene,-16.390093003994192,15.796687302712622,2025,8,82.60479581952272,29.940143057818528,88.40489189838537,22.107729703494485,195.4258827672306,1
Cabinda,-5.598943944251822,12.301416087706906,2023,3,251.61242004109448,30.154476515291478,95.0,16.434814322331633,144.70584450938685,1
Huambo,-12.72527259688927,15.845667468958917,2024,12,267.9260761499729,27.513640861599775,95.0,16.82603586603343,100.0,1
Luanda,-8.80213266911271,13.249666118767264,2024,8,36.30786849929345,32.626558547448816,53.6630122900595,14.985014264108884,247.98317027888015,1
Uíge,-7.400674527669454,15.0192221765047,2023,3,268.28111477610116,26.355824068841084,95.0,14.431586038866158,120.52467069085837,1
Huíla,-14.961643361455053,13.952408999289831,2025,1,237.67067771739488,20.89678817876912,95.0,5.907252380864901,117.19161495951285,1
Cunene,-16.279278812493548,15.956552402923435,2024,9,95.11970686175795,27.717580095989238,57.03588180615077,13.76005780021333,189.88879096030576,0
Cunene,-16.419123281713073,15.870835644729937,2025,9,6.466882315297141,31.180528730946758,67.79538824264604,11.603296544882468,292.93248374354306,0
Moxico,-11.957008476632614,19.847447482907526,2023,11,142.70477998561853,25.54697388050451,92.06150996226667,6.993842303238224,214.7417251090222,1
Cabinda,-5.558215117839257,12.308729583158811,2023,12,234.22928572585133,28.585069278333542,95.0,17.316610120529724,137.7983863796111,1
Huambo,-12.705099624241148,15.730026430571279,2023,4,316.0340737597981,23.586978469914946,95.0,12.512417659643157,100.0,1
Huíla,-14.832935645101127,13.867737602069761,2025,9,57.50714175823211,18.585099548165505,55.66240011678919,15.04165862457719,240.89143308715472,0
Moxico,-11.807454243821503,19.903302385687077,2023,9,34.29483220138412,30.24789237446959,75.63258934603353,11.116143304681344,233.52472987417121,1
Uíge,-7.596161719205245,14.845826513157572,2024,7,75.00785205274059,26.21438106467547,92.97843567904334,14.56337144506804,198.2165992290598,1
Luanda,-8.781741721864385,13.4289355436586,2025,7,29.08457032708815,31.166595710260733,69.75176791963513,15.58077288011093,251.33700987850517,0
Huíla,-14.812044728468067,13.879476478843943,2023,6,168.6057074914445,25.36141748225045,95.0,12.791643133850592,149.41169616391653,0
Cabinda,-5.598388583405432,12.164965269180566,2024,10,91.27231880988096,30.00913908767952,95.0,18.910172680402844,215.2719323369103,1
Huambo,-12.772199652183179,15.751003132671826,2024,5,94.54906333190797,22.451538758786803,82.90204389243439,14.588783758810964,190.64580677656167,1
Luanda,-8.681601323670996,13.166423433699766,2024,12,88.19420506787363,30.97479517430675,73.04999838488533,16.314723333725183,204.94018572854552,0
Huambo,-12.793262729994082,15.827365993748668,2025,4,266.9123544124479,23.917352717252676,95.0,13.583214133749635,128.89457745084454,0
Cunene,-16.29093262341761,15.744969484615458,2024,9,61.74940321901991,31.764292089908757,68.64373732294293,15.08679484259338,147.91173287473816,0
Moxico,-11.735123429962789,19.82602862212219,2024,6,23.910736900310184,27.501900391815493,60.10513536694313,13.386015526922863,236.8716170778653,0
Benguela,-12.528295917277688,13.413682189106026,2025,6,19.52745802138923,28.657660790904654,59.62433999461872,18.00303916253724,261.4918145421427,1
Cunene,-16.351865213440785,15.765074229568159,2024,8,45.02536254259895,35.79855843790829,79.30790704883822,12.955156636106054,221.01126508318296,0
Huíla,-14.936634984908498,13.925839874058594,2024,2,179.6972647487269,26.55421920309733,95.0,12.314540761264363,110.19635051233388,1
Huambo,-12.684367232529752,15.7736488475898,2024,6,172.61144334061487,20.99810480137986,95.0,7.8403762914978765,179.01362595625682,1
Cabinda,-5.6553415563173655,12.13462310393042,2025,6,144.80361327272743,29.92373679450644,93.91754153427154,12.601675620574305,186.7222184252919,1
Huambo,-12.535658441476173,15.733238120296642,2025,11,233.22073032448787,28.881854250355794,95.0,7.427980349078066,174.22542314528346,0
Luanda,-8.95363453930187,13.319263546523903,2025,8,24.777355308717254,30.353759129989424,69.1746786040963,18.454845076234587,248.9496798834909,0
Benguela,-12.600415663529065,13.502408716828837,2025,2,237.39552654172778,25.596543483192363,95.0,17.50282725324648,127.55084705332293,1
Cunene,-16.304442354652846,15.782692817571613,2024,12,97.57742590124457,29.199207421047053,71.04587169706564,8.034430602174771,147.37653420928484,0
Luanda,-8.902896174768951,13.15669102065925,2024,9,42.195792847395666,35.39828788670173,78.25681343939507,10.70067446596551,166.41696070446284,0
Huíla,-14.687905742740925,13.794042753323641,2023,4,170.9226348423336,28.121550091785057,95.0,14.379017366661143,185.8740715483409,0
Huambo,-12.700107141021324,15.767119142396938,2023,2,172.59111753159354,24.453801128900796,77.58865536436485,11.606641492821,138.98966355543027,1
Uíge,-7.727358931721577,15.067989415115349,2024,5,90.72502761819668,28.352191007149116,87.55271740352148,8.070050425846762,199.02165744097604,1
Cabinda,-5.494994790097545,12.100165554513636,2025,6,84.06648080438279,26.811621911377397,60.88335882555987,13.761898951841596,207.4758146246416,1
Huíla,-14.861751004558284,13.955391413406465,2024,1,235.3248552649346,24.43389525984424,95.0,12.195440281302817,133.35236464762974,1
Benguela,-12.646199168780676,13.339709908244906,2023,8,0.0,31.459795689680018,52.81592734430802,15.579697507777766,242.6262580426993,1
Huambo,-12.651225792732626,15.671650937575613,2024,4,268.30418194439176,21.547908264936215,95.0,14.535107523728394,126.19288646409157,1
Luanda,-8.857528765887771,13.276017930026658,2024,7,59.79260294342948,33.02178049913005,66.38360273860756,6.520788081683689,217.8966473195039,1
Moxico,-11.592029066234568,19.919632543203026,2023,2,235.34819302096355,30.208876246930796,95.0,10.483489036050052,127.23639448695918,1
Huíla,-14.975168091394865,13.831524326930714,2025,10,68.03695314645664,22.397159619887525,75.9452497471988,5.776417415185491,224.2535292321331,0
Huíla,-14.833647103839107,13.733626435742854,2024,5,51.191900836215275,30.96419656520314,74.4285702609035,9.179952576966365,223.00982264044973,0
Cunene,-16.26116730874783,15.807600539141243,2023,8,55.855944570009726,27.038081068483798,70.05892830051494,8.38436943414084,203.68377915025096,0
Uíge,-7.493390682478957,15.159131012059428,2024,5,112.69050892729948,27.63502102062362,83.95527092185895,21.27731815992678,203.48769152120957,1
Huambo,-12.756795088350996,15.70808835357975,2025,1,217.92030553977182,26.130113802430788,95.0,6.675068185768888,100.0,1
Huíla,-14.866200867308745,13.822663339382613,2024,11,147.14545587535957,24.76805084175209,95.0,12.32731743419026,173.95503073254164,0
Uíge,-7.525092351701223,15.020972545581136,2024,8,95.30513267214658,30.13145913669681,77.31142896747524,8.97701936202862,215.7601797531868,0
Uíge,-7.706846798179104,15.052818115736914,2023,8,124.05856705351452,30.13425069354544,92.98937640270577,17.560830196069254,201.91597413203928,1
Moxico,-11.848964738015662,19.868816376764983,2025,10,30.412360673714055,27.109093636812496,66.64897138371389,14.118771017426923,233.0313502116657,0
Huambo,-12.72734983561738,15.745447441481012,2024,7,46.16804200127411,23.306787098100827,75.23289570021687,18.12300332937479,257.38502529179584,1
Uíge,-7.6383442870930205,15.199072613684995,2025,12,199.0312929538774,24.87212352803173,95.0,12.68166488950195,154.49870304930792,1
Cabinda,-5.549695397984658,12.240693816974634,2023,11,214.98537468581992,25.068226568529713,95.0,6.532485206338316,136.88817760977295,1
Huíla,-15.034011302605936,13.752801956241997,2023,12,189.7778243884378,21.63174688238793,92.49312039516273,13.567216021610186,118.13829858642788,1
Uíge,-7.598664008022085,15.0484690150827,2023,10,92.3937617655751,30.034017989325044,76.89345662284532,11.890781841960273,180.47142014038255,1
Uíge,-7.661328225119151,14.961519728597311,2024,12,160.19566271588815,27.003074863469575,95.0,11.162705291392536,153.175350175558,1
Uíge,-7.513009531260392,14.989438446026314,2025,9,131.88285202656766,32.591814062576795,80.31942117528014,14.968381488037227,191.54088849687847,1
Luanda,-8.708825871060121,13.445151119672685,2025,2,145.39937174146183,25.476591204679472,95.0,12.54614132433095,168.16727534646637,1
Uíge,-7.598531969413509,14.91528737104703,2023,2,141.71246970532553,26.83046134186594,93.70902146633796,16.742816618651986,197.1175979139639,1
Huambo,-12.676395231419418,15.663320491143054,2024,9,51.88339149989905,29.626417779228404,83.65861971847039,14.22492003760264,235.45549855209066,0
Moxico,-11.63349976550989,19.935648176961987,2025,3,224.4497747699596,28.406728889412967,95.0,14.153184316198532,164.58779604776524,1
Moxico,-11.886495272954289,19.9160790332661,2025,2,179.44575419715798,20.412474272665474,93.67661460357387,10.892746800444318,167.96229034664853,1
Cunene,-16.235426278746072,15.886047348835975,2023,11,119.32352658620206,28.292719883151857,95.0,13.963899806553005,208.71018135814438,1
Luanda,-8.77271187313326,13.406347385748532,2024,4,151.04171648776457,24.429300763400565,84.92217648005534,14.345456075020373,205.4362185419586,1
Cabinda,-5.547872842326393,12.227883301259896,2025,12,363.1612406571737,28.32977082742445,95.0,15.01336648441813,100.0,1
Cabinda,-5.421024724591725,12.264318135126995,2023,9,90.96018260174377,25.275622846107318,72.38680202230152,14.354313617682438,246.26752130791326,0
Cabinda,-5.510532847017702,12.077411693796481,2025,12,203.93664628142557,29.19223722328193,95.0,8.860406747671039,164.23868770538368,1
Cabinda,-5.562094814860778,12.238953244390702,2023,11,177.29683184472813,25.56583367121553,95.0,10.40145525754159,166.9687022214331,1
Luanda,-8.745740916812691,13.147163426706696,2024,2,79.83708250377667,24.120900152021143,95.0,9.743009605370446,214.69524132803758,0
Cunene,-16.162789004743214,16.000609288815912,2024,11,273.7970546061638,32.30552288498806,95.0,9.795257134685865,100.0,0
Huíla,-14.917337445741095,13.915981537747507,2025,7,99.59459527056981,27.5253852243512,94.69421986466658,7.43324354346598,195.36121588272215,0
Cunene,-16.38868223206028,15.613346338292695,2024,6,83.74987858040996,31.702722510065602,66.50810747278994,19.416370265336752,238.65090309792885,0
Huambo,-12.717790229653138,15.716351590115018,2023,12,174.6904967549516,27.082465906759808,95.0,10.044602312854904,134.66431579029893,1
Benguela,-12.56191137530888,13.229156063443716,2024,10,52.482259227648356,26.31274022650247,75.63245291122684,9.869196641352355,194.51094949341862,0
Huambo,-13.063226221328165,15.736248509494937,2023,11,264.89969213589904,27.41920033855307,95.0,8.006458243246835,125.09495142753713,1
Benguela,-12.499391972161531,13.528693322388431,2024,11,128.65281857330552,25.352331968586277,83.46577479564583,13.469462027264711,208.51320636917848,0
Cunene,-16.397317895068035,15.949268856895953,2023,7,12.161177604713927,27.320905020893715,71.27268948455328,14.947375588369734,236.8862222696877,0
Luanda,-8.832300928277514,13.34059392177041,2024,9,22.57702325092396,27.060460510553536,67.45098397185109,6.57367278150638,250.37223793537618,0
Huambo,-12.779564148229747,15.577486818409449,2023,6,88.98721397871199,25.831670642250316,89.28381629002955,7.936712724086412,207.04838925684328,0
Moxico,-11.807118349966942,20.069310560726315,2025,9,48.701124486082904,27.39516014640292,59.01883477736051,5.0,236.56343286090024,1
Cabinda,-5.45960651589138,11.960706756445814,2023,10,141.5302499971522,30.269499083523506,81.0260205871391,11.26841423558064,213.60678548012854,1
Cunene,-16.381596417912455,15.720080799334974,2025,11,119.54293337074225,29.530360471186917,87.13937940530874,10.99058599149485,182.93325159174026,1
Moxico,-12.006319080869666,20.088310977714716,2025,3,261.90136718470575,26.087169535367277,95.0,10.294569615177826,147.760459137566,1
Cabinda,-5.538672958946224,12.053172202168263,2024,12,302.16038001528653,27.283783927493985,95.0,17.124065446940453,100.61619775554182,1
Luanda,-8.75372263248778,13.337473281729448,2024,2,118.58099177789117,26.210737337205266,79.67971372315826,8.179509682602589,201.29948075089092,1
Benguela,-12.369747508075687,13.299246708574573,2025,3,158.82173109626643,30.502998805205458,81.14041093778448,13.713228388830593,165.91052782675305,1
Cunene,-16.218427000432015,15.918738605156475,2024,2,279.2520715983957,30.450842798793158,95.0,13.353935373846765,102.98892894732643,1
Uíge,-7.600153902373038,15.181759753560797,2024,7,129.38260071460314,30.102654331771472,64.65797115283468,9.56871205162227,217.73356330672615,1
Huíla,-14.919286806229888,13.83306977677051,2025,10,86.30650862147704,27.322841904254563,73.59305760614853,10.432967403824712,183.7864910767989,0
Luanda,-8.677462431053057,13.256767953078866,2024,7,84.29249736094874,32.39520163476783,80.89580037555584,11.903217574436335,185.2612048012724,0
Luanda,-8.80656407182784,13.17109602088402,2023,1,195.41875909926335,27.495697212722426,95.0,14.3467752059011,140.41802903480522,1
Uíge,-7.529870270254276,14.915402031975326,2025,2,186.30903923915335,28.86124054232929,95.0,12.718327127758393,165.6112328622623,1
Cunene,-16.268081286985232,15.863472146856179,2025,11,188.2472624592549,30.828497865661124,95.0,11.469465014469705,131.51313615360652,1
Benguela,-12.465291933071303,13.393961883604641,2025,12,35.306677120680504,28.559043430844604,70.38113872982625,12.761998719116265,250.08295686813574,1
Uíge,-7.660548637056984,15.101310579817609,2024,2,215.48369064119572,26.074462908708114,95.0,9.856146219543808,162.45959963643077,1
Cabinda,-5.5132712686598655,12.380818367679511,2024,9,94.94809217593098,27.846596733512193,86.9890374546067,5.534757566253648,176.18389343337566,1
Uíge,-7.72378029215792,15.145030759197358,2024,11,290.46601693339596,25.89617980759483,95.0,8.290587463237703,110.72621610167165,1
Cabinda,-5.452480237021756,12.247109416993984,2023,11,128.38211203996008,30.01890516443064,79.13566557671778,5.0,198.58900896814447,0
Cunene,-16.179634145483703,15.786255148537231,2025,7,98.50492455158019,36.68450331003438,87.12225982103496,12.301734555606371,160.69839242678069,1
Luanda,-8.863606248812996,13.20467534046838,2024,11,242.24328007842524,28.475456439196027,95.0,18.780204161723013,113.31212591742607,1
Moxico,-11.830539254476275,19.925752941430193,2025,1,102.88777052751234,24.132508481413538,73.65334430676391,6.374730145312665,196.47847542052648,1
Luanda,-8.9894720374031,13.36500559636896,2025,8,22.37252274719416,25.956662392684265,67.66624965363064,17.361801784092577,191.93442688525928,0
Huambo,-12.764497392085259,15.722986720443338,2025,11,201.0079238703587,24.94781235297545,92.24132620603685,16.304028554394392,150.0288292816192,1
Cunene,-16.1268809314247,15.793933918618539,2025,3,50.485471366798514,23.59636730026611,72.76836078347453,14.034900092919735,185.2274967657974,1
Benguela,-12.486496168592389,13.357693894831657,2024,3,194.2448300752434,29.821645284652103,89.93704376089582,5.0,134.89875198131782,1
Huambo,-12.797113023882769,15.640282047284883,2025,11,176.69147219114242,24.17869989468235,95.0,13.767762598277637,134.39428696835762,1
Cunene,-16.175906762025374,15.790141186771574,2025,8,47.373476396802,33.84613379738298,72.34593693137865,9.55025050143825,235.35084993175153,0
Cabinda,-5.664372620732066,12.207855970577652,2024,2,194.48237512460904,23.760992717208463,93.4092259475122,12.371379604564458,156.7552222376305,1
Uíge,-7.719767514092596,15.17657078408647,2024,3,179.5070884454255,26.969573436287767,95.0,7.22545267297408,183.22531011753728,0
